"","8.5.2.Tasa de desocupación, desglosada por sexo y edad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chiapas","61,796","21,282","39,495","1,018","42,487","12,679","28,790","1,018","19,309","8,604","10,705","0","61,163","21,453","39,091","619","42,101","14,711","26,772","619","19,062","6,742","12,320","0","59,896","20,699","38,475","722","41,214","15,090","25,424","700","18,683","5,610","13,051","22","58,171","20,811","36,815","546","39,506","14,117","24,844","546","18,665","6,694","11,971","0","44,977","16,735","27,278","964","30,509","10,350","19,196","964","14,467","6,385","8,082","0","41,781","17,638","23,852","291","26,625","10,232","16,102","291","15,156","7,406","7,750","0","50,041","21,005","28,490","546","31,750","11,546","19,658","546","18,291","9,459","8,832","0","44,146","17,272","26,444","431","27,580","10,201","16,948","431","16,566","7,071","9,496","0","42,994","16,773","25,675","546","27,180","9,920","16,714","546","15,814","6,853","8,961","0","35,615","14,831","20,443","341","20,371","8,474","11,556","341","15,244","6,357","8,887","0","30,910","14,355","16,390","166","18,666","7,670","10,831","166","12,244","6,685","5,559","0","34,737","14,799","19,339","575","19,047","7,775","10,672","575","15,691","7,023","8,667","0","28,337","15,315","12,965","57","13,848","6,880","6,929","39","14,489","8,435","6,036","18","31,164","17,014","14,025","125","15,956","8,670","7,161","125","15,208","8,344","6,864","0","31,671","17,384","13,347","941","14,738","8,190","6,409","140","16,933","9,194","6,938","801","30,986","14,895","16,040","51","15,601","6,199","9,351","51","15,385","8,696","6,689","0","31,171","19,462","11,138","570","15,203","9,507","5,153","543","15,968","9,955","5,985","28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28,083","14,681","13,084","318","14,034","6,042","7,674","318","14,049","8,639","5,410","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31,504","14,890","15,974","640","19,354","8,638","10,131","585","12,150","6,252","5,843","55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Chihuahua","51,851","18,138","33,188","525","33,532","11,828","21,179","525","18,318","6,309","12,009","0","59,512","20,643","37,838","1,031","39,567","12,968","25,568","1,031","19,945","7,675","12,270","0","65,589","23,948","41,277","364","40,607","14,710","25,533","364","24,981","9,237","15,744","0","80,690","31,492","48,700","499","52,044","19,917","31,628","499","28,646","11,575","17,071","0","96,368","31,970","63,051","1,347","64,951","22,272","41,361","1,318","31,417","9,698","21,690","29","95,537","35,768","58,292","1,477","60,446","20,112","38,914","1,420","35,091","15,656","19,378","57","102,246","34,025","67,421","800","64,580","20,735","43,448","398","37,666","13,291","23,974","401","123,194","44,266","76,678","2,251","78,225","29,380","46,624","2,221","44,969","14,886","30,053","30","71,538","28,940","41,130","1,431","48,658","20,321","27,324","975","22,879","8,618","13,806","456","47,996","19,478","28,204","314","32,154","12,206","19,659","289","15,842","7,272","8,545","25","39,955","17,607","22,019","329","26,793","10,697","15,792","305","13,163","6,911","6,228","25","33,681","13,831","19,128","723","19,459","7,670","11,536","253","14,222","6,160","7,592","470","31,952","11,767","19,799","387","20,712","6,826","13,499","387","11,241","4,941","6,300","0","42,052","16,270","25,325","457","26,057","9,067","16,664","326","15,996","7,203","8,661","131","45,495","18,678","26,028","789","28,051","9,954","17,612","485","17,444","8,724","8,416","304","32,503","14,942","16,546","1,016","21,076","8,174","11,906","996","11,427","6,767","4,640","20","24,287","10,765","13,057","464","14,030","5,825","7,764","442","10,256","4,940","5,294","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","34,643","13,197","21,214","232","17,480","5,346","11,902","232","17,163","7,851","9,312","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","53,041","26,807","25,237","997","29,737","13,522","15,218","997","23,304","13,285","10,019","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ciudad de México","220,661","67,626","149,274","3,761","130,058","40,022","86,481","3,555","90,603","27,605","62,793","206","233,869","73,851","156,306","3,713","127,113","40,480","83,198","3,436","106,756","33,371","73,108","277","284,789","82,384","197,577","4,828","164,823","46,083","114,706","4,035","119,966","36,302","82,871","793","271,721","80,090","187,376","4,255","153,464","44,811","105,032","3,621","118,257","35,279","82,345","634","274,815","91,850","179,746","3,218","156,455","48,899","105,077","2,480","118,360","42,952","74,670","739","270,658","84,013","181,557","5,089","158,172","49,265","104,549","4,358","112,486","34,748","77,007","731","289,734","84,193","199,420","6,122","172,420","48,503","118,647","5,269","117,314","35,690","80,772","852","289,560","93,610","189,583","6,367","157,243","49,932","101,727","5,585","132,317","43,678","87,856","782","238,296","71,564","162,174","4,558","131,338","36,277","91,214","3,847","106,958","35,287","70,960","711","250,502","95,294","152,135","3,073","136,738","57,415","76,933","2,390","113,764","37,879","75,202","683","234,564","83,431","147,515","3,618","127,664","44,741","80,163","2,760","106,900","38,690","67,352","858","229,386","78,634","146,826","3,926","126,663","40,071","83,712","2,879","102,723","38,563","63,114","1,047","238,502","96,636","140,056","1,811","122,869","46,846","74,483","1,541","115,633","49,791","65,573","270","177,937","73,751","102,496","1,691","92,866","34,462","57,568","836","85,072","39,289","44,928","855","148,908","57,812","89,917","1,180","79,606","30,733","47,959","914","69,302","27,079","41,958","266","146,451","55,045","90,276","1,130","76,313","24,253","51,185","875","70,139","30,792","39,092","255","136,381","63,345","70,735","2,301","68,443","34,584","32,014","1,845","67,938","28,762","38,721","456","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","208,061","88,031","116,918","3,112","105,658","47,971","56,006","1,681","102,403","40,060","60,912","1,431","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","338,195","149,613","185,754","2,828","187,275","83,831","100,616","2,828","150,920","65,782","85,138","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Durango","34,770","13,878","20,679","213","20,407","8,110","12,098","199","14,363","5,768","8,581","14","36,949","15,769","20,772","408","22,640","9,963","12,322","355","14,310","5,807","8,450","53","42,205","18,602","23,274","329","24,188","10,854","13,005","329","18,017","7,748","10,269","0","42,847","17,438","24,547","862","27,174","11,163","15,254","757","15,674","6,275","9,294","105","39,736","16,079","23,269","388","26,026","11,383","14,272","371","13,710","4,697","8,996","17","43,567","18,961","24,339","268","30,432","13,771","16,393","268","13,136","5,190","7,946","0","34,544","16,519","17,917","108","22,462","10,683","11,687","92","12,082","5,836","6,230","17","40,672","16,539","23,723","410","25,805","9,353","16,135","317","14,867","7,186","7,588","94","26,731","11,521","14,628","582","17,880","7,403","9,990","486","8,852","4,118","4,638","96","21,837","9,616","12,066","155","13,542","5,599","7,789","155","8,295","4,017","4,277","0","22,429","8,896","13,382","151","14,822","5,955","8,716","151","7,607","2,941","4,666","0","20,341","9,399","10,741","185","13,258","5,194","7,899","148","7,084","4,206","2,842","37","31,817","14,752","17,003","62","17,982","8,175","9,745","62","13,835","6,577","7,258","0","26,583","12,354","13,850","380","14,983","6,592","8,065","326","11,601","5,762","5,785","54","20,376","9,627","10,577","172","13,274","5,888","7,254","133","7,102","3,740","3,322","40","18,358","8,882","9,121","356","11,405","5,370","5,697","339","6,953","3,512","3,424","17","14,164","7,527","6,309","328","7,537","4,022","3,394","120","6,627","3,505","2,914","208","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14,368","7,369","6,895","104","8,515","3,771","4,640","104","5,853","3,598","2,255","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31,500","15,365","15,788","347","18,166","8,952","8,937","277","13,334","6,413","6,851","70","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Guanajuato","102,451","36,101","65,907","444","60,992","21,420","39,188","383","41,459","14,681","26,718","61","118,183","47,875","69,409","900","73,181","29,617","42,718","846","45,002","18,258","26,691","54","119,630","50,311","67,778","1,541","72,304","28,202","42,689","1,413","47,325","22,109","25,089","128","142,061","62,983","77,487","1,591","86,105","36,847","47,951","1,307","55,957","26,136","29,536","284","149,697","67,011","80,444","2,241","90,536","41,381","47,184","1,971","59,161","25,630","33,261","270","136,844","58,527","76,374","1,886","90,309","37,157","51,209","1,886","46,536","21,370","25,165","0","132,748","50,027","81,542","1,180","91,712","33,554","57,166","993","41,036","16,473","24,376","187","132,971","56,490","75,361","1,120","84,833","35,675","48,077","1,081","48,138","20,816","27,283","39","98,385","44,752","52,289","1,309","61,724","27,360","33,216","1,115","36,661","17,393","19,074","195","70,196","33,667","35,705","825","47,414","22,644","23,945","825","22,782","11,022","11,760","0","71,728","32,115","38,852","761","45,744","19,499","25,615","630","25,984","12,616","13,237","131","76,931","34,798","40,908","1,226","51,104","19,901","30,123","1,080","25,827","14,896","10,785","146","92,565","43,941","46,642","1,982","51,337","23,087","26,520","1,730","41,228","20,854","20,122","252","79,182","36,409","41,082","1,691","49,710","21,648","26,590","1,473","29,471","14,761","14,493","218","57,281","28,877","27,733","671","33,926","14,370","18,886","671","23,355","14,508","8,847","0","50,700","28,934","21,268","498","31,026","16,686","14,102","239","19,674","12,249","7,166","259","45,194","24,311","20,181","702","27,498","14,328","12,468","702","17,696","9,983","7,713","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","44,758","20,889","23,635","234","29,325","14,976","14,115","234","15,433","5,913","9,520","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","65,427","35,219","29,802","406","40,368","18,120","21,842","406","25,059","17,099","7,960","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Guerrero","29,167","9,849","18,802","515","19,016","6,550","12,080","387","10,151","3,300","6,723","129","29,516","11,233","17,431","851","16,971","6,361","9,759","851","12,545","4,872","7,673","0","27,989","12,300","15,371","318","15,789","6,822","8,650","318","12,200","5,478","6,722","0","35,262","13,723","20,898","641","20,159","7,838","11,737","584","15,103","5,885","9,162","57","30,628","10,865","19,062","662","18,730","5,885","12,208","637","11,898","4,980","6,854","25","35,338","13,149","21,533","657","22,964","7,636","14,696","633","12,374","5,513","6,837","24","27,952","11,747","15,674","531","17,657","6,928","10,198","531","10,295","4,819","5,477","0","24,493","9,889","14,095","509","15,635","6,399","8,727","509","8,858","3,490","5,368","0","16,870","7,103","9,563","184","8,826","3,482","5,140","184","8,044","3,622","4,423","0","16,069","8,646","6,932","491","8,510","3,543","4,498","469","7,559","5,103","2,435","21","16,767","7,639","9,012","117","9,766","4,478","5,172","117","7,001","3,161","3,840","0","12,687","5,389","7,248","51","9,422","3,767","5,630","25","3,266","1,622","1,618","26","9,889","4,198","5,664","27","5,840","2,223","3,590","27","4,049","1,975","2,074","0","7,187","3,212","3,911","64","3,833","1,601","2,168","64","3,354","1,611","1,743","0","4,933","2,148","2,786","0","2,663","1,136","1,528","0","2,270","1,012","1,258","0","5,078","2,182","2,875","20","2,934","1,517","1,397","20","2,144","665","1,478","0","7,680","4,101","3,401","62","4,073","1,725","2,170","62","3,607","2,376","1,230","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15,986","7,133","8,298","555","11,262","4,394","6,313","555","4,724","2,739","1,985","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16,403","8,033","8,370","0","9,110","4,932","4,178","0","7,293","3,101","4,192","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Hidalgo","38,274","13,225","24,817","232","22,844","6,647","15,992","205","15,430","6,579","8,825","26","48,129","17,191","30,510","429","26,648","9,981","16,239","429","21,482","7,210","14,272","0","51,258","20,650","29,881","728","30,710","12,487","17,520","703","20,548","8,163","12,361","25","58,804","19,287","38,424","1,093","35,581","10,052","24,435","1,093","23,224","9,235","13,989","0","54,642","19,799","33,841","1,002","31,579","10,626","20,046","907","23,063","9,174","13,795","95","50,394","20,429","29,080","886","32,873","11,983","20,005","886","17,521","8,446","9,075","0","46,508","18,095","28,048","365","29,324","10,536","18,442","346","17,184","7,559","9,606","19","60,382","20,126","39,423","832","34,785","10,094","24,327","364","25,597","10,033","15,096","468","37,005","17,560","19,378","67","22,474","10,346","12,074","54","14,531","7,214","7,304","13","36,426","17,679","18,253","494","19,162","8,620","10,082","461","17,264","9,059","8,172","33","34,971","13,483","20,982","479","17,229","5,438","11,285","479","17,742","8,045","9,697","0","31,310","13,909","17,182","219","18,544","7,484","10,840","219","12,766","6,425","6,342","0","28,394","14,960","13,314","120","13,317","6,727","6,471","120","15,077","8,233","6,844","0","16,848","9,756","7,026","66","8,110","4,348","3,696","66","8,738","5,408","3,330","0","20,193","10,434","9,417","342","9,830","5,839","3,739","251","10,364","4,595","5,678","91","21,314","13,737","7,577","0","7,999","3,597","4,402","0","13,315","10,141","3,175","0","18,294","11,513","6,688","93","6,819","3,009","3,718","93","11,475","8,504","2,971","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37,172","20,101","14,021","3,050","18,168","9,692","6,560","1,916","19,004","10,409","7,461","1,134","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27,799","15,253","12,546","0","15,335","6,423","8,912","0","12,464","8,830","3,634","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Jalisco","134,477","50,594","83,083","505","83,899","32,181","51,010","505","50,578","18,413","32,073","0","168,601","62,825","103,146","2,631","100,032","37,551","60,291","2,191","68,569","25,274","42,855","440","180,691","72,567","105,816","2,309","113,673","45,112","66,531","2,030","67,019","27,455","39,285","278","169,850","70,868","96,885","1,994","109,979","45,292","62,693","1,891","59,871","25,576","34,192","103","167,693","66,762","98,604","2,071","104,194","40,388","61,721","1,975","63,499","26,375","36,883","96","182,064","79,003","100,120","2,605","112,106","47,368","62,059","2,343","69,958","31,634","38,062","262","182,360","73,683","106,387","1,904","116,985","44,959","70,011","1,904","65,376","28,724","36,376","0","165,310","68,789","94,860","1,578","107,789","41,483","64,742","1,480","57,521","27,306","30,118","98","112,998","54,828","56,853","1,317","70,486","34,294","34,950","1,242","42,513","20,535","21,903","75","100,589","46,837","51,922","1,716","61,131","26,732","32,705","1,579","39,459","20,106","19,217","137","106,286","48,836","55,802","1,428","65,426","28,256","35,782","1,306","40,860","20,581","20,020","122","105,925","45,549","59,438","685","64,671","24,800","39,131","488","41,254","20,750","20,307","197","112,393","55,546","55,901","947","65,126","31,304","33,410","413","47,267","24,242","22,491","534","96,462","47,181","48,371","910","53,730","24,029","28,791","910","42,733","23,152","19,581","0","95,743","49,177","44,053","2,514","56,152","27,164","27,274","1,714","39,591","22,013","16,779","799","69,924","38,705","29,994","1,167","40,695","22,453","17,017","1,167","29,229","16,252","12,977","0","67,099","32,881","33,638","581","34,022","18,071","15,370","581","33,077","14,810","18,268","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94,959","51,491","39,021","4,447","45,602","22,860","20,780","1,962","49,357","28,631","18,241","2,485","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","126,778","61,999","63,878","901","69,179","33,611","34,667","901","57,599","28,388","29,211","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"México","387,681","131,248","251,990","4,444","240,038","83,632","151,963","4,444","147,643","47,616","100,027","0","410,364","141,341","265,788","3,236","248,672","81,258","164,394","3,021","161,692","60,083","101,394","215","435,033","148,526","282,720","3,787","288,125","99,531","185,967","2,626","146,909","48,995","96,753","1,161","416,830","134,648","275,815","6,367","262,391","79,822","178,030","4,540","154,439","54,827","97,786","1,827","421,912","152,977","263,547","5,388","271,098","93,625","172,374","5,100","150,814","59,352","91,173","289","425,321","154,320","266,011","4,991","274,272","98,105","171,479","4,689","151,049","56,215","94,532","302","451,531","166,686","278,889","5,956","296,079","110,151","180,356","5,572","155,452","56,535","98,533","384","453,393","148,710","301,146","3,537","298,895","92,956","202,809","3,130","154,498","55,754","98,337","407","311,310","118,351","189,207","3,752","203,421","69,304","131,071","3,047","107,888","49,047","58,136","705","325,205","117,261","203,546","4,398","187,929","64,693","119,801","3,435","137,276","52,568","83,745","963","285,358","118,710","162,070","4,579","174,389","70,905","99,609","3,875","110,969","47,805","62,461","704","290,543","116,035","170,534","3,974","179,775","69,035","107,798","2,943","110,767","47,000","62,736","1,032","317,057","151,437","163,720","1,900","161,269","76,907","83,001","1,361","155,788","74,530","80,719","539","238,154","116,088","120,525","1,542","132,746","58,642","72,581","1,523","105,408","57,446","47,944","19","198,989","97,270","101,077","643","108,805","50,308","57,885","612","90,184","46,962","43,192","31","187,147","95,569","90,069","1,509","105,115","50,905","52,700","1,509","82,032","44,664","37,368","0","169,435","88,762","80,320","353","96,896","49,496","47,047","353","72,539","39,266","33,273","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","294,336","146,871","143,820","3,645","158,677","82,168","75,274","1,235","135,659","64,703","68,546","2,410","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","375,857","197,028","177,323","1,506","217,052","108,430","107,116","1,506","158,805","88,598","70,207","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Michoacán de Ocampo","54,680","17,707","35,352","1,621","34,904","10,694","22,589","1,621","19,776","7,014","12,763","0","61,785","22,197","38,809","757","38,581","11,969","25,833","757","23,204","10,228","12,976","0","66,466","22,635","42,671","1,161","40,866","13,408","26,352","1,107","25,600","9,228","16,319","54","81,913","32,279","47,768","1,865","53,809","20,737","31,487","1,586","28,104","11,543","16,281","280","70,524","26,237","43,778","509","47,649","16,827","30,353","468","22,875","9,409","13,425","41","54,606","19,783","33,903","920","38,162","14,185","23,244","733","16,444","5,598","10,659","187","64,151","25,800","37,720","631","44,932","16,759","27,542","631","19,219","9,041","10,178","0","63,472","30,324","32,806","341","40,326","17,948","22,079","300","23,145","12,376","10,728","42","49,378","24,743","23,899","737","30,416","14,088","15,591","737","18,962","10,655","8,307","0","39,425","18,024","20,380","1,021","23,963","9,728","13,215","1,021","15,462","8,297","7,165","0","47,398","17,207","29,269","922","30,572","9,779","19,982","811","16,827","7,428","9,287","112","45,739","22,159","22,501","1,080","25,862","10,427","14,538","897","19,878","11,731","7,964","183","32,831","15,775","15,948","1,108","17,567","6,823","9,697","1,047","15,264","8,952","6,252","61","32,375","16,300","15,987","88","19,472","9,129","10,255","88","12,903","7,171","5,732","0","23,698","12,056","11,124","518","11,563","4,337","6,707","518","12,135","7,719","4,416","0","31,275","17,900","12,982","393","19,228","10,030","8,805","393","12,047","7,870","4,178","0","40,177","18,938","19,960","1,279","20,397","8,431","10,688","1,279","19,780","10,507","9,272","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20,621","9,721","10,395","505","14,318","5,534","8,390","394","6,303","4,187","2,005","111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40,795","21,982","18,630","183","24,510","10,227","14,216","67","16,285","11,755","4,414","116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Morelos","21,628","5,985","15,167","476","14,843","3,789","10,717","337","6,785","2,196","4,450","139","26,324","7,958","17,408","861","18,762","5,640","12,223","834","7,562","2,318","5,185","27","32,211","11,418","20,358","435","20,813","6,992","13,387","435","11,397","4,426","6,972","0","33,715","10,823","22,575","292","21,911","5,795","15,889","226","11,804","5,028","6,686","66","28,539","9,482","18,617","358","19,077","6,110","12,606","333","9,463","3,372","6,011","25","26,719","8,704","17,729","258","17,923","5,192","12,445","258","8,796","3,512","5,284","0","33,403","12,729","20,146","483","20,602","6,845","13,229","483","12,801","5,885","6,916","0","29,409","10,392","18,369","649","18,270","6,434","11,373","463","11,140","3,958","6,996","185","22,739","9,109","12,759","871","14,674","5,416","8,450","808","8,065","3,694","4,309","63","23,297","10,580","12,083","634","13,100","5,787","6,735","579","10,196","4,793","5,349","55","20,090","8,258","11,649","182","12,147","4,629","7,336","182","7,943","3,630","4,314","0","17,847","7,767","9,700","381","10,544","3,973","6,215","356","7,304","3,794","3,485","24","20,438","9,313","10,878","247","11,348","5,308","5,883","158","9,090","4,006","4,995","89","17,928","8,949","8,781","198","10,349","4,554","5,659","136","7,579","4,395","3,122","62","8,931","4,706","4,225","0","4,688","2,241","2,447","0","4,243","2,465","1,778","0","8,590","4,379","4,121","90","4,129","2,079","1,960","90","4,462","2,301","2,161","0","12,817","6,205","6,495","117","5,720","2,616","2,986","117","7,097","3,588","3,509","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13,944","5,616","8,254","74","6,158","2,223","3,861","74","7,786","3,393","4,393","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29,192","16,266","12,716","210","13,889","6,887","6,792","210","15,303","9,379","5,924","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Nayarit","23,158","8,603","13,959","596","13,519","4,547","8,398","574","9,640","4,057","5,561","22","30,801","11,513","18,610","679","19,175","6,822","11,777","577","11,626","4,691","6,833","102","31,293","11,203","19,478","612","19,595","6,383","12,612","600","11,698","4,821","6,866","12","29,025","10,268","18,257","500","18,068","6,315","11,297","457","10,957","3,953","6,961","44","29,037","10,644","17,745","649","18,140","5,831","11,661","649","10,898","4,814","6,084","0","25,207","11,043","13,344","820","14,699","6,116","7,775","808","10,508","4,927","5,570","12","20,937","9,304","11,079","554","12,387","4,895","6,951","541","8,549","4,409","4,128","13","18,282","7,616","10,129","537","11,267","4,040","6,742","485","7,015","3,576","3,387","52","14,690","5,937","8,451","302","8,886","3,489","5,105","293","5,804","2,448","3,346","10","13,659","6,268","7,212","179","7,576","3,492","3,906","179","6,083","2,776","3,307","0","12,491","5,978","6,407","106","7,019","3,406","3,518","96","5,472","2,572","2,890","10","10,123","5,107","4,746","270","5,051","2,450","2,372","229","5,073","2,658","2,374","41","10,801","5,067","5,685","49","4,993","2,120","2,825","49","5,808","2,948","2,860","0","9,990","4,746","5,039","206","5,288","2,418","2,730","140","4,702","2,327","2,309","66","11,036","5,104","5,584","348","6,236","2,454","3,505","277","4,800","2,650","2,079","71","9,064","4,101","4,667","295","4,570","2,030","2,280","260","4,494","2,072","2,387","36","10,327","4,582","5,539","205","5,720","2,189","3,338","193","4,607","2,394","2,201","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8,633","4,654","3,882","97","4,498","2,063","2,338","97","4,135","2,591","1,544","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16,420","8,890","7,530","0","9,987","4,847","5,140","0","6,433","4,043","2,390","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Nuevo León","102,251","44,502","56,497","1,069","58,497","25,453","32,136","816","43,754","19,050","24,361","253","107,764","48,225","57,829","1,621","61,476","26,652","33,784","1,040","46,289","21,574","24,044","581","119,650","53,086","64,437","2,128","69,297","30,300","37,794","1,203","50,353","22,786","26,643","924","128,801","55,429","71,486","1,577","72,749","29,705","41,613","1,122","56,052","25,724","29,873","455","131,431","56,225","72,179","3,028","76,701","32,706","41,166","2,829","54,731","23,519","31,013","200","135,855","58,538","75,669","1,648","82,216","37,593","43,155","1,468","53,639","20,945","32,514","180","144,914","63,704","79,232","1,806","83,716","37,387","44,886","1,357","61,198","26,317","34,347","449","157,953","69,878","86,532","1,544","91,581","40,142","50,158","1,280","66,372","29,735","36,373","264","94,989","45,960","48,360","669","53,853","26,712","26,558","583","41,136","19,248","21,802","86","93,175","48,079","43,844","1,252","53,095","28,631","23,378","1,086","40,079","19,448","20,466","166","99,779","47,769","50,119","1,891","54,121","27,317","25,341","1,464","45,658","20,452","24,778","427","99,541","49,889","48,371","1,207","52,127","27,510","23,938","679","47,414","22,379","24,433","528","100,699","50,524","49,083","1,093","52,742","25,032","26,899","811","47,957","25,492","22,184","282","90,014","50,351","39,205","459","45,748","24,362","21,127","259","44,266","25,989","18,078","200","73,722","40,020","33,418","284","40,965","19,207","21,513","245","32,757","20,813","11,905","39","57,153","31,073","25,931","149","30,896","15,397","15,350","149","26,257","15,676","10,582","0","45,202","24,289","20,566","263","24,861","12,698","11,900","263","20,340","11,590","8,665","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62,385","36,189","25,277","919","29,530","15,728","12,883","919","32,855","20,461","12,394","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","110,731","58,502","51,033","1,196","57,812","29,964","26,652","1,196","52,919","28,538","24,381","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Oaxaca","33,416","12,856","20,234","325","21,206","7,120","13,815","271","12,210","5,736","6,420","54","49,247","17,434","30,782","1,031","30,959","9,853","20,075","1,031","18,289","7,581","10,707","0","49,112","14,639","32,887","1,485","33,445","8,904","23,029","1,410","15,668","5,735","9,859","74","46,652","13,609","32,062","967","29,605","8,410","20,242","954","17,047","5,200","11,821","14","44,925","17,811","26,772","329","28,019","10,606","17,070","329","16,906","7,204","9,702","0","47,652","17,267","29,296","1,089","30,453","10,859","18,623","971","17,199","6,408","10,673","119","38,524","14,537","23,807","181","24,825","8,877","15,847","102","13,699","5,660","7,960","79","33,699","11,374","21,495","830","22,890","6,676","15,385","830","10,808","4,698","6,110","0","31,933","14,104","16,992","837","21,286","9,271","11,206","809","10,647","4,833","5,786","28","26,202","10,471","15,078","653","15,878","5,873","9,370","636","10,324","4,598","5,708","18","27,225","9,438","17,521","266","17,712","5,166","12,280","266","9,514","4,273","5,241","0","25,929","9,702","15,861","366","16,681","5,095","11,220","366","9,248","4,607","4,641","0","13,809","6,645","6,847","317","7,807","3,810","3,681","317","6,002","2,836","3,167","0","13,494","4,529","8,721","245","8,940","2,325","6,371","245","4,554","2,204","2,351","0","8,494","4,150","4,311","33","5,609","2,490","3,086","33","2,885","1,660","1,225","0","13,746","6,355","7,235","156","8,028","2,988","5,031","9","5,717","3,366","2,205","147","17,671","5,977","11,304","390","9,948","3,456","6,401","91","7,722","2,521","4,903","298","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25,391","13,791","11,600","0","8,890","2,849","6,041","0","16,501","10,942","5,559","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17,458","7,128","9,888","442","9,334","3,177","5,715","442","8,124","3,951","4,173","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
