"5.5.2.Proporción de mujeres en cargos directivos",""
"Periodo","Población ocupada como funcionaria o directiva"
"2016","894,680"
"2015","887,077"
"2014","836,257"
"2013","951,220"
"2012","937,606"
"2011","921,192"
"2010","968,156"
